Correct,Strategy,Start zone,Trial,taskswitch,taskname_blocknumber,w_taskswitch,
0,4,1,347,0,,,
1,4,1,348,0,,,
1,4,1,349,0,,,
1,4,2,350,0,,,
1,4,1,351,0,,,
1,4,1,352,0,,,
0,4,2,353,0,,,
1,1,1,354,1,allo_block7,,
0,1,1,355,0,,,
0,1,1,356,0,,,
1,1,1,357,0,,,
1,1,2,358,0,,,
1,1,1,359,0,,,
1,1,1,360,0,,,
1,1,1,361,0,,,
1,1,2,362,0,,,
1,1,2,363,0,,,
1,1,1,364,0,,,
1,1,1,365,0,,,
1,1,2,366,0,,,
1,1,1,367,0,,,
1,1,1,368,0,,,
0,2,2,369,1,,12,allo_block14
0,2,2,370,0,,,
0,2,2,371,0,,,
0,2,2,372,0,,,
0,2,2,373,0,,,
1,2,2,374,0,,,
0,2,2,375,0,,,
1,2,2,376,0,,,
0,2,2,377,0,,,
0,2,2,378,0,,,
1,2,2,379,0,,,
0,2,2,380,0,,,
1,2,2,381,0,,,
0,2,1,382,0,,,
1,2,1,383,0,,,
1,2,2,384,0,,,
1,2,2,385,0,,,
0,2,2,386,0,,,
0,2,2,387,0,,,
1,2,2,388,0,,,
1,2,1,389,0,,,
0,2,1,390,0,,,
1,2,1,391,0,,,
1,2,1,392,0,,,
0,2,2,393,0,,,
1,2,2,394,0,,,
1,2,1,395,0,,,
1,2,2,396,0,,,
1,2,1,397,0,,,
1,2,2,398,0,,,
1,2,2,399,0,,,
0,2,2,400,0,,,
1,2,2,401,0,,,
1,2,1,402,0,,,
1,2,1,403,0,,,
1,2,2,404,0,,,
1,2,1,405,0,,,
1,3,2,406,1,ego_block8,,
0,3,2,407,0,,,
1,3,2,408,0,,,
0,4,1,409,1,,34,ego_block9
0,4,1,410,0,,,
1,4,1,411,0,,,
0,4,1,412,0,,,
0,4,1,413,0,,,
1,4,1,414,0,,,
1,4,2,415,0,,,
0,4,1,416,0,,,
0,4,1,417,0,,,
1,4,1,418,0,,,
0,4,1,419,0,,,
1,4,1,420,0,,,
0,4,1,421,0,,,
0,4,1,422,0,,,
0,4,1,423,0,,,
1,4,1,424,0,,,
0,4,2,425,0,,,
1,4,2,426,0,,,
0,4,2,427,0,,,
1,4,2,428,0,,,
0,4,1,429,0,,,
1,4,1,430,0,,,
0,4,1,431,0,,,
1,4,1,432,0,,,
0,4,2,433,0,,,
1,4,2,434,0,,,
0,4,1,435,0,,,
1,4,1,436,0,,,
0,4,1,437,0,,,
0,4,1,438,0,,,
1,4,1,439,0,,,
1,4,2,440,0,,,
0,4,2,441,0,,,
1,4,2,442,0,,,
0,4,2,443,0,,,
1,4,2,444,0,,,
1,4,2,445,0,,,
0,4,1,446,0,,,
1,4,1,447,0,,,
1,4,2,448,0,,,
1,4,2,449,0,,,
1,4,2,450,0,,,
0,4,1,451,0,,,
0,4,1,452,0,,,
0,4,1,453,0,,,
1,4,1,454,0,,,
1,4,1,455,0,,,
0,4,1,456,0,,,
1,4,1,457,0,,,
1,4,2,458,0,,,
0,4,1,459,0,,,
1,4,1,460,0,,,
1,4,2,461,0,,,
0,4,1,462,0,,,
1,4,1,463,0,,,
1,4,2,464,0,,,
0,4,2,465,0,,,
1,4,2,466,0,,,
1,4,2,467,0,,,
0,4,1,468,0,,,
1,4,1,469,0,,,
0,4,1,470,0,,,
1,4,1,471,0,,,
1,4,2,472,0,,,
0,4,1,473,0,,,
0,4,1,474,0,,,
1,4,1,475,0,,,
1,4,2,476,0,,,
1,4,2,477,0,,,
1,4,2,478,0,,,
0,4,1,479,0,,,
1,4,1,480,0,,,
1,4,2,481,0,,,
0,4,1,482,0,,,
1,4,1,483,0,,,
1,4,2,484,0,,,
1,4,2,485,0,,,
0,4,2,486,0,,,
1,4,2,487,0,,,
1,4,1,488,0,,,
1,4,2,489,0,,,
1,4,1,490,0,,,
1,4,2,491,0,,,
1,4,2,492,0,,,
0,4,1,493,0,,,
1,4,1,494,0,,,
0,4,1,495,0,,,
0,4,1,496,0,,,
0,4,1,497,0,,,
1,4,1,498,0,,,
1,4,1,499,0,,,
1,4,2,500,0,,,
1,4,1,501,0,,,
1,4,1,502,0,,,
0,4,2,503,0,,,
1,1,1,504,1,allo_block8,,
0,1,1,505,0,,,
0,1,1,506,0,,,
1,1,1,507,0,,,
1,1,2,508,0,,,
1,1,1,509,0,,,
1,1,1,510,0,,,
1,1,1,511,0,,,
1,1,2,512,0,,,
1,1,2,513,0,,,
1,1,1,514,0,,,
1,1,1,515,0,,,
1,1,2,516,0,,,
1,1,1,517,0,,,
1,1,1,518,0,,,
0,2,2,519,1,,12,allo_block16
0,2,2,520,0,,,
0,2,2,521,0,,,
0,2,2,522,0,,,
0,2,2,523,0,,,
1,2,2,524,0,,,
0,2,2,525,0,,,
1,2,2,526,0,,,
0,2,2,527,0,,,
