Animal,Day,trial duration,Correct,Strategy,Trial,Correct arm,Reward zone,Start zone,Start time,End time,Learning stage,Trajectory
HM06,HM06-0417-0107.mat,2.95178455542802,1,1,5,1,1,2,3513580,3515940,2,1
HM06,HM06-0417-0107.mat,7.05040047413448,1,1,6,1,1,2,3542880,3546120,3,1
HM06,HM06-0417-0107.mat,42.3188070673064,1,1,7,1,1,1,3590860,3602060,3,4
HM06,HM06-0417-0107.mat,7.60689790860316,1,1,8,1,1,2,3681060,3686000,3,1
HM06,HM06-0417-0107.mat,39.1607179170114,1,1,9,1,1,1,3738160,3740800,3,4
HM06,HM06-0417-0107.mat,3.05575688245736,1,1,10,1,1,2,3755660,3758240,3,1
HM06,HM06-0417-0107.mat,2.89583734117663,1,1,11,1,1,2,3770300,3772660,3,1
HM06,HM06-0417-0107.mat,4.61672533399621,1,1,12,1,1,1,3788380,3793180,3,4
HM06,HM06-0417-0107.mat,3.25572090429223,0,1,13,1,2,1,3805560,3808860,3,3
HM06,HM06-0417-0107.mat,7.22473150174839,0,1,14,1,2,1,3815680,3823040,3,3
HM06,HM06-0417-0107.mat,17.1108520623682,1,1,15,1,1,1,3845920,3848420,3,4
HM06,HM06-0417-0107.mat,4.42604442249686,1,1,16,1,1,1,3860140,3864700,3,4
HM06,HM06-0417-0107.mat,9.90416134686224,1,1,17,1,1,2,3879420,3888720,3,1
HM06,HM06-0425-0108.mat,5.99453279769373,0,1,1,1,2,1,630940,636760,2,3
HM06,HM06-0425-0108.mat,16.9547854276219,0,1,2,1,2,1,662860,666240,2,3
HM06,HM06-0425-0108.mat,2.47982486052906,0,1,3,1,2,1,684420,686860,2,3
HM06,HM06-0425-0108.mat,2.06598013473294,1,1,4,1,1,1,698720,715960,2,4
HM06,HM06-0425-0108.mat,2.58193068994741,1,1,5,1,1,1,739860,742340,2,4
HM06,HM06-0425-0108.mat,12.2536806252169,0,1,6,1,2,2,770740,775740,2,2
HM06,HM06-0425-0108.mat,3.76929948816165,1,1,7,1,1,2,783300,786260,2,1
HM06,HM06-0425-0108.mat,3.07195539298775,0,1,8,1,2,2,809260,811980,2,2
HM06,HM06-0425-0108.mat,3.0240646087473,1,1,9,1,1,2,819840,822180,2,1
HM06,HM06-0425-0108.mat,3.47196121640018,1,1,10,1,1,1,890640,894080,2,4
HM06,HM06-0425-0108.mat,2.42445701992633,1,1,11,1,1,1,927000,929380,3,4
HM06,HM06-0425-0108.mat,6.46479689059872,1,1,12,1,1,2,957620,959580,3,1
HM06,HM06-0425-0108.mat,3.29067563596081,1,1,13,1,1,1,980000,983200,3,4
HM06,HM06-0425-0108.mat,3.21392973834183,1,1,14,1,1,1,996040,999100,3,4
HM06,HM06-0425-0108.mat,3.03074179590529,1,1,15,1,1,2,1020820,1023560,3,1
HM06,HM06-0425-0108.mat,3.20867202473107,1,1,16,1,1,2,1038920,1041720,3,1
HM06,HM06-0425-0108.mat,10.0397598523877,1,1,17,1,1,2,1058880,1068380,3,1
HM06,HM06-0425-0108.mat,4.34198067660091,1,1,18,1,1,2,1085240,1089140,3,1
HM06,HM06-0425-0108.mat,2.7749773626645,0,2,1,2,1,1,1111660,1114380,1,4
HM06,HM06-0425-0108.mat,3.20322574907242,0,2,2,2,1,1,1150520,1153700,1,4
HM06,HM06-0425-0108.mat,14.1451080355951,1,2,3,2,2,1,1179340,1182380,1,3
HM06,HM06-0425-0108.mat,3.02188830746336,0,2,4,2,1,2,1206580,1209020,1,1
HM06,HM06-0425-0108.mat,3.06867879407682,0,2,5,2,1,2,1217200,1219800,1,1
HM06,HM06-0425-0108.mat,4.31991809418626,1,2,6,2,2,2,1225260,1229120,1,2
HM06,HM06-0425-0108.mat,2.85280605363959,0,2,7,2,1,2,1249520,1252000,1,1
HM06,HM06-0425-0108.mat,9.21565821777487,0,2,8,2,1,2,1273600,1275720,1,1
HM06,HM06-0425-0108.mat,13.1197739936738,1,2,9,2,2,2,1301880,1304480,2,2
HM06,HM06-0425-0108.mat,3.14479403344633,0,2,10,2,1,2,1333060,1335660,2,1
HM06,HM06-0425-0108.mat,8.01154984718255,0,2,11,2,1,2,1357160,1359700,2,1
HM06,HM06-0425-0108.mat,4.7209213036863,1,2,12,2,2,2,1383780,1387880,2,2
HM06,HM06-0425-0108.mat,3.3067475055388,0,2,13,2,1,1,1432980,1436260,2,4
HM06,HM06-0425-0108.mat,4.29662451919227,1,2,14,2,2,1,1457200,1461400,2,3
HM06,HM06-0425-0108.mat,2.87962822117823,1,2,15,2,2,1,1499220,1502060,2,3
HM06,HM06-0425-0108.mat,8.71683913060887,0,2,16,2,1,1,1524380,1533100,2,4
HM06,HM06-0425-0108.mat,3.01704221298348,1,2,17,2,2,1,1549740,1552660,2,3
HM06,HM06-0425-0108.mat,4.0708513283106,1,2,18,2,2,2,1574440,1577960,2,2
HM06,HM06-0425-0108.mat,3.99977489556362,0,2,19,2,1,1,1600980,1604980,2,4
HM06,HM06-0425-0108.mat,4.5598334206417,1,2,20,2,2,1,1621320,1625660,2,3
HM06,HM06-0425-0108.mat,4.56811805481408,1,2,21,2,2,2,1643520,1647580,2,2
HM06,HM06-0425-0108.mat,3.94772654519126,1,2,22,2,2,1,1693340,1697200,2,3
HM06,HM06-0425-0108.mat,5.04961170655046,0,2,23,2,1,2,1731640,1735980,2,1
HM06,HM06-0425-0108.mat,3.27994454495102,1,2,24,2,2,2,1747060,1749520,2,2
HM06,HM06-0425-0108.mat,2.96770926180498,1,2,25,2,2,2,1767860,1770380,3,2
HM06,HM06-0425-0108.mat,2.97568931145397,1,2,26,2,2,2,1788380,1790900,3,2
HM06,HM06-0425-0108.mat,3.92098886601447,1,2,27,2,2,1,1812340,1816240,3,3
HM06,HM06-0425-0108.mat,3.59381574920588,1,2,28,2,2,1,1842380,1845820,3,3
HM06,HM06-0425-0108.mat,2.87475433127352,1,2,29,2,2,2,1869060,1871280,3,2
HM06,HM06-0425-0108.mat,3.57549442016123,1,2,30,2,2,1,1898040,1901540,3,3
HM06,HM06-0425-0108.mat,3.27004557797026,1,2,31,2,2,2,1922540,1925080,3,2
HM06,HM06-0425-0108.mat,3.55183667285055,1,3,1,2,2,2,1950620,1953740,1,2
HM06,HM06-0425-0108.mat,4.69447430531458,1,3,2,2,2,2,1990820,1994860,1,2
HM06,HM06-0425-0108.mat,21.0239810963484,0,3,3,1,2,1,2034560,2036960,1,3
HM06,HM06-0425-0108.mat,3.98408369658063,0,3,4,1,2,1,2052140,2056040,1,3
HM06,HM06-0425-0108.mat,10.8037396527908,0,3,5,1,2,1,2076260,2087420,1,3
HM06,HM06-0425-0108.mat,11.0347311163682,0,3,6,1,2,1,2102860,2113980,1,3
HM06,HM06-0425-0108.mat,12.6260258778662,0,3,7,1,2,1,2128500,2141040,1,3
HM06,HM06-0425-0108.mat,5.69517485619144,0,3,8,1,2,1,2156580,2162160,1,3
HM06,HM06-0425-0108.mat,204.8692186821,0,3,9,1,2,1,2353980,2357080,1,3
HM06,HM06-0425-0108.mat,4.26459714785255,1,3,10,1,1,1,2373506,2377080,1,4
HM06,HM06-0425-0108.mat,46.0634733947495,0,3,11,2,1,2,2482600,2487720,1,1
HM06,HM06-0425-0108.mat,17.375557853749,1,3,12,2,2,2,2511600,2517180,2,2
HM06,HM06-0425-0108.mat,85.1848062248085,1,3,13,1,1,1,2618740,2622360,2,4
HM06,HM06-0425-0108.mat,4.62300546339055,1,3,14,2,2,2,2643500,2647400,2,2
HM06,HM06-0425-0108.mat,2.86296346762139,1,3,15,2,2,2,2665720,2668240,2,2
HM06,HM06-0425-0108.mat,3.67079682686918,1,3,16,2,2,2,2689500,2692700,2,2
HM06,HM06-0425-0108.mat,4.34499251628273,1,3,17,1,1,1,2711940,2715960,2,4
HM06,HM06-0425-0108.mat,3.77618683167392,1,3,18,2,2,2,2737980,2740840,2,2
HM06,HM06-0425-0108.mat,4.01798416304087,0,3,19,1,2,1,2761460,2765320,2,3
HM06,HM06-0425-0108.mat,5.2961113445266,1,3,20,1,1,1,2779820,2784920,2,4
HM06,HM06-0425-0108.mat,3.89894685689881,1,3,21,2,2,2,2876060,2879540,2,2
HM06,HM06-0425-0108.mat,3.69656564810613,1,3,22,2,2,2,2902440,2905520,2,2
HM06,HM06-0425-0108.mat,4.51108277100072,1,3,23,1,1,1,2922800,2927140,2,4
HM06,HM06-0425-0108.mat,4.62268793609695,0,3,24,1,2,1,2947700,2952220,2,3
HM06,HM06-0425-0108.mat,3.11984878680298,1,3,25,1,1,1,2962960,2965960,2,4
HM06,HM06-0425-0108.mat,5.4398035288151,1,3,26,1,1,1,2989880,2993860,2,4
HM06,HM06-0425-0108.mat,4.79882632397299,0,4,1,1,2,2,3015600,3019680,1,2
HM06,HM06-0425-0108.mat,4.07967318954702,0,4,2,1,2,2,3033380,3036760,1,2
HM06,HM06-0425-0108.mat,5.62371436851026,1,4,3,1,1,2,3050200,3054640,1,1
HM06,HM06-0425-0108.mat,5.34162157795692,0,4,4,2,1,1,3075600,3079080,1,4
HM06,HM06-0425-0108.mat,3.74341540119585,0,4,5,2,1,1,3107060,3110260,1,4
HM06,HM06-0425-0108.mat,4.46400466059846,1,4,6,2,2,1,3122420,3126780,1,3
HM06,HM06-0425-0108.mat,4.63856987727892,0,4,7,2,1,1,3159860,3164300,1,4
HM06,HM06-0425-0108.mat,4.8629030993914,1,4,8,2,2,1,3191960,3195340,1,3
HM06,HM06-0425-0108.mat,4.53357714044524,0,4,9,1,2,2,3218320,3221960,1,2
HM06,HM06-0425-0108.mat,8.78406500213544,0,4,10,1,2,2,3238000,3245740,1,2
HM06,HM06-0425-0108.mat,11.7858418362785,1,4,11,1,1,2,3264700,3272020,1,1
HM06,HM06-0425-0108.mat,46.637618356445,0,4,12,2,1,1,3335720,3339620,1,4
HM06,HM06-0425-0108.mat,8.40622859754958,0,4,13,2,1,1,3360700,3366060,1,4
HM06,HM06-0429-0109.mat,16.2130703058998,1,1,1,1,1,1,593280,610060,4,4
HM06,HM06-0429-0109.mat,5.25161555023924,0,1,2,1,2,1,636760,642520,4,3
HM06,HM06-0429-0109.mat,4.45053062701447,0,1,3,1,2,1,660560,665840,4,3
HM06,HM06-0429-0109.mat,2.96778106544414,1,1,4,1,1,1,681600,684860,4,4
HM06,HM06-0429-0109.mat,6.25568556285159,1,1,5,1,1,2,707700,713340,2,1
HM06,HM06-0429-0109.mat,39.281900104102,0,1,6,1,2,1,747360,767725,2,3
HM06,HM06-0429-0109.mat,3.815716035715,1,1,7,1,1,1,785060,789480,2,4
HM06,HM06-0429-0109.mat,2.59287194050169,1,1,8,1,1,1,812780,816120,2,4
HM06,HM06-0429-0109.mat,2.67977474424936,1,1,9,1,1,1,842980,846020,2,4
HM06,HM06-0429-0109.mat,3.85611554223139,1,1,10,1,1,2,876120,879660,2,1
HM06,HM06-0429-0109.mat,3.83550136633901,0,1,11,1,2,2,902640,905940,2,2
HM06,HM06-0429-0109.mat,3.92774877780225,1,1,12,1,1,2,918800,922440,2,1
HM06,HM06-0429-0109.mat,1.38498630257653,1,1,13,1,1,1,946640,949960,2,4
HM06,HM06-0429-0109.mat,3.41643291225401,0,1,14,1,2,1,1004000,1007720,2,3
HM06,HM06-0429-0109.mat,2.50406105483374,1,1,15,1,1,1,1022760,1025580,2,4
HM06,HM06-0429-0109.mat,2.80676982943284,0,1,16,1,2,2,1045040,1047540,2,2
HM06,HM06-0429-0109.mat,3.19992979319733,1,1,17,1,1,2,1060180,1063100,2,1
HM06,HM06-0429-0109.mat,4.39124088006246,1,1,18,1,1,1,1096260,1101000,2,4
HM06,HM06-0429-0109.mat,4.27179331945306,0,1,19,1,2,1,1123880,1128400,2,3
HM06,HM06-0429-0109.mat,7.54315388981202,1,1,20,1,1,1,1213280,1221180,2,4
HM06,HM06-0429-0109.mat,6.37610318812436,0,1,21,1,2,2,1239100,1245040,2,2
HM06,HM06-0429-0109.mat,2.83062685631919,1,1,22,1,1,2,1277260,1279840,2,1
HM06,HM06-0429-0109.mat,3.28884665872555,1,1,23,1,1,2,1300700,1303620,2,1
HM06,HM06-0429-0109.mat,3.10398455186082,1,1,24,1,1,2,1323220,1326000,2,1
HM06,HM06-0429-0109.mat,4.08276125102601,1,1,25,1,1,2,1346220,1349880,2,1
HM06,HM06-0429-0109.mat,3.38300563552281,0,1,26,1,2,1,1368080,1372040,2,3
HM06,HM06-0429-0109.mat,3.27990071770335,1,1,27,1,1,1,1387440,1391160,2,4
HM06,HM06-0429-0109.mat,2.79201822686232,1,1,28,1,1,2,1417380,1419860,3,1
HM06,HM06-0429-0109.mat,4.16446581950311,1,1,29,1,1,2,1439800,1443420,3,1
HM06,HM06-0429-0109.mat,2.88692448899922,1,1,30,1,1,2,1494200,1496820,3,1
HM06,HM06-0429-0109.mat,3.52541043923045,1,1,31,1,1,1,1552380,1556120,3,4
HM06,HM06-0429-0109.mat,2.41523403435367,1,1,32,1,1,1,1583840,1586520,3,4
HM06,HM06-0429-0109.mat,2.34250749634642,1,1,33,1,1,1,1608620,1611280,3,4
HM06,HM06-0429-0109.mat,3.03190539128346,1,1,34,1,1,2,1630940,1633720,3,1
HM06,HM06-0429-0109.mat,2.53538662589338,0,2,1,2,1,1,1666800,1669760,1,4
HM06,HM06-0429-0109.mat,2.65861400572561,0,2,2,2,1,1,1684640,1687560,1,4
HM06,HM06-0429-0109.mat,7.79891572140698,1,2,3,2,2,1,1702240,1710360,1,3
HM06,HM06-0429-0109.mat,2.79968257792637,0,2,4,2,1,2,1730220,1732780,1,1
HM06,HM06-0429-0109.mat,9.44466007086945,1,2,5,2,2,2,1776180,1778580,2,2
HM06,HM06-0429-0109.mat,2.21566876839303,0,2,6,2,1,1,1795800,1805520,2,4
HM06,HM06-0429-0109.mat,1.19972812256011,1,2,7,2,2,1,1825787,1829680,2,3
HM06,HM06-0429-0109.mat,4.82211013393125,0,2,8,2,1,2,1845180,1848080,2,1
HM06,HM06-0429-0109.mat,3.38603532261616,1,2,9,2,2,2,1870240,1872540,2,2
HM06,HM06-0429-0109.mat,2.47200290384577,0,2,10,2,1,2,1876840,1879140,2,1
HM06,HM06-0429-0109.mat,5.12101606574443,0,2,11,2,1,2,1886780,1901820,2,1
HM06,HM06-0429-0109.mat,15.4490514574283,0,2,12,2,1,2,1920180,1923620,2,1
HM06,HM06-0429-0109.mat,3.7500155102,1,2,13,2,2,2,1943540,1946280,2,2
HM06,HM06-0429-0109.mat,3.02400530319713,1,2,14,2,2,2,1966120,1969740,2,2
HM06,HM06-0429-0109.mat,3.25153665191888,1,2,15,2,2,1,2006700,2010440,2,3
HM06,HM06-0429-0109.mat,3.27975968749374,1,2,16,2,2,1,2027220,2030060,2,3
HM06,HM06-0429-0109.mat,3.19879860563352,1,2,17,2,2,2,2051900,2062260,2,2
HM06,HM06-0429-0109.mat,10.1596915667354,1,2,18,2,2,1,2083700,2090360,2,3
HM06,HM06-0429-0109.mat,7.10357890032232,1,2,19,2,2,2,2114960,2117580,2,2
HM06,HM06-0429-0109.mat,3.06443042781926,1,2,20,2,2,2,2142040,2145700,2,2
HM06,HM06-0429-0109.mat,3.98900536525795,0,2,21,2,1,2,2161980,2164400,2,1
HM06,HM06-0429-0109.mat,2.79981022401954,1,2,22,2,2,2,2184060,2186820,2,2
HM06,HM06-0429-0109.mat,2.54464341054233,1,2,23,2,2,1,2211080,2213980,2,3
HM06,HM06-0429-0109.mat,3.22340420912494,0,2,24,2,1,2,2230840,2233280,2,1
HM06,HM06-0429-0109.mat,2.97611446317391,1,2,25,2,2,2,2284720,2288200,2,2
HM06,HM06-0429-0109.mat,3.31100086985246,0,2,26,2,1,1,2303620,2306520,2,4
HM06,HM06-0429-0109.mat,0.253611394166283,1,2,27,2,2,1,2326940,2329480,2,3
HM06,HM06-0429-0109.mat,3.0645621609177,1,2,28,2,2,2,2347800,2350420,2,2
HM06,HM06-0429-0109.mat,2.86312357810654,1,2,29,2,2,2,2373420,2376680,3,2
HM06,HM06-0429-0109.mat,3.77453962283037,1,2,30,2,2,2,2399100,2402520,3,2
HM06,HM06-0429-0109.mat,2.98347400952934,1,2,31,2,2,1,2420340,2425040,3,3
HM06,HM06-0429-0109.mat,5.04082415166864,1,2,32,2,2,2,2445400,2448640,3,2
HM06,HM06-0429-0109.mat,2.81590617505155,1,2,33,2,2,1,2468760,2476900,3,3
HM06,HM06-0429-0109.mat,8.52988832155512,1,2,34,2,2,2,2508400,2516960,3,2
HM06,HM06-0429-0109.mat,9.05260137935177,1,2,35,2,2,2,2545580,2549140,3,2
HM06,HM06-0429-0109.mat,3.35990723909431,1,2,36,2,2,1,2567920,2570760,3,3
HM06,HM06-0429-0109.mat,2.6226657043903,0,3,1,1,2,1,2587460,2600380,1,3
HM06,HM06-0429-0109.mat,12.7129228503934,1,3,2,1,1,1,2632680,2636720,1,4
HM06,HM06-0429-0109.mat,3.51957834277592,0,3,3,1,2,1,2654940,2660120,1,3
HM06,HM06-0429-0109.mat,4.89659681087466,0,3,4,1,2,1,2711480,2716760,1,3
HM06,HM06-0429-0109.mat,5.01318452483434,1,3,5,1,1,1,2741920,2745560,1,4
HM06,HM06-0429-0109.mat,4.01460853136073,1,3,6,2,2,2,2796440,2799500,1,2
HM06,HM06-0429-0109.mat,30.2676248793818,0,3,7,1,2,1,2814620,2818700,1,3
HM06,HM06-0429-0109.mat,3.78401805169066,0,3,8,1,2,1,2832220,2837240,1,3
HM06,HM06-0429-0109.mat,4.73559416328001,0,3,9,1,2,1,2918040,2922420,1,3
HM06,HM06-0429-0109.mat,4.10190247442494,1,3,10,1,1,1,2942800,2946240,2,4
HM06,HM06-0429-0109.mat,3.03979632639987,1,3,11,1,1,1,2968680,2972600,2,4
HM06,HM06-0429-0109.mat,4.33989323236772,1,3,12,2,2,2,2993000,2996600,2,2
HM06,HM06-0429-0109.mat,3.33895097395448,1,3,13,1,1,1,3024800,3032840,2,4
HM06,HM06-0429-0109.mat,3.14489388600829,1,3,14,1,1,1,3099180,3104220,3,4
HM06,HM06-0429-0109.mat,24.888174029549,1,3,15,1,1,1,3143640,3147480,3,4
HM06,HM06-0429-0109.mat,4.17872724570079,1,3,16,2,2,2,3169680,3173200,3,2
HM06,HM06-0429-0109.mat,3.19977204260175,1,3,17,1,1,1,3199720,3203220,3,4
HM06,HM06-0429-0109.mat,3.17555607094953,1,3,18,1,1,1,3261200,3264020,3,4
HM06,HM06-0429-0109.mat,40.0552226912374,1,3,19,1,1,1,3291880,3296180,3,4
HM06,HM06-0429-0109.mat,4.50866150527517,1,3,20,2,2,2,3317000,3322900,3,2
HM06,HM06-0429-0109.mat,5.69561393165302,0,3,21,1,2,1,3339940,3345760,3,3
HM06,HM06-0429-0109.mat,5.53273955876759,1,3,22,1,1,1,3369940,3373980,3,4
HM06,HM06-0429-0109.mat,3.58944291105283,1,3,23,1,1,1,3422080,3425600,3,4
HM06,HM06-0429-0109.mat,2.88880399791796,0,4,1,2,1,1,3442100,3445980,1,4
HM06,HM06-0429-0109.mat,3.51879884787091,1,4,2,2,2,1,3466380,3469380,2,3
HM06,HM06-0429-0109.mat,3.37258791615783,0,4,3,1,2,2,3481740,3485020,2,2
HM06,HM06-0429-0109.mat,3.65670275970451,1,4,4,1,1,2,3503100,3517940,2,1
HM06,HM06-0429-0109.mat,15.3343046135213,0,4,5,1,2,2,3565240,3570480,2,2
HM06,HM06-0429-0109.mat,31.0996910322116,1,4,6,1,1,2,3646820,3657120,2,1
HM06,HM06-0429-0109.mat,10.98243407139,0,4,7,1,2,2,3669720,3673120,2,2
HM06,HM06-0429-0109.mat,4.03482230686072,1,4,8,1,1,2,3692740,3697100,2,1
HM06,HM06-0429-0109.mat,4.79581503873796,1,4,9,1,1,2,3717420,3724340,2,1
HM06,HM06-0429-0109.mat,6.5607156993854,0,4,10,2,1,1,3738580,3744420,2,4
HM06,HM06-0429-0109.mat,4.04585754239154,1,4,11,2,2,1,3762000,3765600,2,3
HM06,HM06-0429-0109.mat,3.98513845168265,1,4,12,1,1,2,3789760,3795620,2,1
HM06,HM06-0429-0109.mat,6.37752346899962,0,4,13,1,2,2,3811560,3815400,2,2
HM06,HM06-0429-0109.mat,4.25499977578026,1,4,14,1,1,2,3834200,3839700,2,1
HM06,HM06-0429-0109.mat,5.15179650057056,0,4,15,2,1,1,3860420,3864780,2,4
HM06,HM06-0429-0109.mat,4.00072756901764,1,4,16,2,2,1,3934180,3941860,2,3
HM06,HM06-0429-0109.mat,8.15676904966868,0,4,17,1,2,2,3975580,3978240,2,2
HM06,HM06-0429-0109.mat,17.2005287651899,1,4,18,1,1,2,4003600,4007980,2,1
HM06,HM06-0429-0109.mat,4.01549088006246,0,4,19,2,1,1,4057400,4060840,1,4
HM06,HM06-0430-0109.mat,8.95824446539097,0,4,1,2,1,1,597820,607180,2,4
HM06,HM06-0430-0109.mat,3.05794174905324,0,4,2,2,1,1,629840,633040,2,4
HM06,HM06-0430-0109.mat,2.15200333160942,1,4,3,2,2,1,654260,658000,2,3
HM06,HM06-0430-0109.mat,6.49057041524165,0,4,4,2,1,1,713440,720160,2,4
HM06,HM06-0430-0109.mat,2.14604960511169,1,4,5,2,2,1,736380,738700,2,3
HM06,HM06-0430-0109.mat,3.88968632622078,0,4,6,1,2,2,758040,761520,2,2
