Trial,Correct,Strategy,Start zone
416,0,4,1
417,1,4,1
418,1,4,2
419,1,4,2
420,1,4,2
421,1,4,2
422,1,4,1
423,1,4,2
424,1,4,2
425,1,4,2
426,1,4,1
427,0,3,2
428,1,3,2
429,0,3,2
430,1,3,2
431,1,3,1
432,0,3,2
433,1,3,2
434,0,3,2
435,1,3,2
436,0,3,2
437,1,3,2
438,0,3,1
439,0,3,1
440,1,3,1
441,0,3,1
442,1,3,1
443,0,3,2
444,1,3,2
445,0,3,1
446,0,3,1
447,1,3,1
448,1,3,2
449,1,3,1
450,0,3,2
451,1,3,2
452,0,3,1
453,1,3,1
454,0,3,2
455,1,3,2
456,1,3,1
457,1,3,1
458,0,3,1
459,1,3,1
460,0,3,2
461,1,3,2
462,0,3,2
463,1,3,2
464,1,3,1
465,1,3,1
466,0,3,2
467,1,3,2
468,0,3,2
469,1,3,2
470,1,3,1
471,1,3,2
472,1,3,1
473,0,3,1
474,1,3,1
475,1,3,2
476,1,3,1
477,1,3,1
478,1,3,1
479,0,3,2
480,1,3,2
481,1,3,1
482,1,3,1
483,1,3,2
484,1,1,2
485,1,1,1
486,0,1,2
487,1,1,2
488,0,1,2
489,1,1,2
490,1,1,1
491,1,1,2
492,1,1,1
493,1,1,2
494,1,1,2
495,0,1,2
496,1,1,2
497,0,1,2
498,1,1,2
499,1,1,1
500,0,1,1
501,1,1,1
502,1,1,2
503,1,1,2
504,1,1,2
505,0,1,2
506,1,1,2
507,1,1,2
508,1,1,2
509,1,1,1
510,1,1,1
511,1,1,1
512,1,1,2
513,0,2,1
514,0,2,1
515,1,2,1
516,0,2,2
517,1,2,2
518,0,2,2
519,0,2,2
520,1,2,2
521,1,2,1
522,0,2,1
523,1,2,1
524,0,2,2
525,1,2,2
526,1,2,2
527,0,2,2
528,1,2,2
529,1,2,2
530,0,2,1
531,1,2,1
532,1,2,1
533,0,2,1
534,1,2,1
535,1,2,2
536,0,2,1
537,1,2,1
538,1,2,2
539,0,2,2
540,1,2,2
541,1,2,2
542,0,2,2
543,1,2,2
544,1,2,1
545,1,2,2
546,1,2,1
547,0,2,1
548,0,2,1
549,1,2,1
550,0,2,1
551,1,3,1
552,0,3,1
553,1,3,1
554,0,3,2
555,0,3,2
556,1,3,2
557,0,3,1
558,1,3,1
559,0,3,1
560,1,3,1
561,1,3,1
562,1,3,2
563,0,3,2
564,1,3,2
565,0,3,1
566,1,3,1
567,1,3,1
568,1,3,2
569,0,3,1
570,1,3,1
571,1,3,1
572,1,3,2
573,0,3,2
574,0,3,2
575,1,3,2
576,1,3,2
577,1,3,2
578,0,3,1
579,1,3,1
580,0,3,2
581,1,3,2
582,1,3,2
583,0,3,2
584,1,3,2
585,1,3,1
586,1,3,1
587,0,3,1
588,1,3,1
589,1,3,2
590,1,3,1
591,1,3,2
592,1,3,1
593,1,3,2
594,0,3,2
595,1,3,2
596,1,3,2
597,1,3,1
598,1,3,1
599,0,1,2
600,1,1,2
601,1,1,1
602,0,1,2
603,0,1,2
604,1,1,2
605,0,1,2
606,1,1,2
607,0,1,2
608,1,1,2
609,1,1,1
610,1,1,2
611,1,1,1
612,0,1,2
613,1,1,2
614,0,1,2
615,1,1,2
616,0,1,2
617,1,1,2
618,1,1,1
619,1,1,2
620,1,1,1
621,0,1,2
622,1,1,2
623,1,1,2
624,1,1,1
625,1,1,1
626,1,1,1
627,1,1,2
628,1,1,1
629,1,1,1
630,0,2,2
631,1,2,2
632,0,2,1
633,0,2,1
634,1,2,1
635,0,2,1
636,0,2,1
637,0,2,1
638,1,2,1
639,1,2,1
640,0,2,2
641,0,2,2
642,1,2,2
643,0,2,1
644,1,2,1
645,1,2,1
646,1,2,1
647,0,2,2
648,1,2,2
649,1,2,1
650,1,2,1
651,1,2,1
652,1,2,2
653,0,2,2
654,1,2,2
655,1,2,2
656,1,2,2
657,1,2,1
658,1,2,2
659,0,4,2
660,0,4,2
661,1,4,2
662,0,4,1
663,1,4,1
664,1,4,2
665,1,4,1
666,0,4,2
667,0,4,2
668,1,4,2
669,0,4,1
670,1,4,1
671,1,4,2
672,1,4,2
673,1,4,1
674,0,4,1
675,1,4,1
676,1,4,1
677,0,4,2
678,1,4,2
679,0,4,1
680,1,4,1
681,1,4,2
682,0,4,1
683,1,4,1
684,1,4,1
685,1,4,2
686,0,4,2
687,1,4,2
688,0,4,2
689,1,4,2
690,1,4,2
691,0,4,1
692,1,4,1
693,1,4,2
694,1,4,2
695,1,4,2
696,1,4,2
697,1,4,1
698,1,4,2
699,1,4,2
700,1,4,2
701,1,4,1
702,0,3,2
703,1,3,2
704,0,3,2
705,1,3,2
706,1,3,1
707,0,3,2
708,1,3,2
709,0,3,2
710,1,3,2
711,0,3,2
712,1,3,2
713,0,3,1
714,0,3,1
715,1,3,1
716,0,3,1
717,1,3,1
718,0,3,2
719,1,3,2
720,0,3,1
721,0,3,1
722,1,3,1
723,1,3,2
724,1,3,1
725,0,3,2
726,1,3,2
727,0,3,1
728,1,3,1
729,0,3,2
730,1,3,2
731,1,3,1
732,1,3,1
733,0,3,1
734,1,3,1
735,0,3,2
736,1,3,2
737,0,3,2
738,1,3,2
739,1,3,1
740,1,3,1
741,0,3,2
742,1,3,2
743,0,3,2
744,1,3,2
745,1,3,1
746,1,3,2
747,1,3,1
748,0,3,1
749,1,3,1
750,1,3,2
751,1,3,1
752,1,3,1
753,1,3,1
754,0,3,2
755,1,3,2
756,1,3,1
757,1,3,1
758,1,3,2
759,1,1,2
760,1,1,1
761,0,1,2
762,1,1,2
763,0,1,2
764,1,1,2
765,1,1,1
766,1,1,2
767,1,1,1
768,1,1,2
769,1,1,2
770,0,1,2
771,1,1,2
772,0,1,2
773,1,1,2
774,1,1,1
775,0,1,1
776,1,1,1
777,1,1,2
778,1,1,2
779,1,1,2
780,0,1,2
781,1,1,2
782,1,1,2
783,1,1,2
784,1,1,1
785,1,1,1
786,1,1,1
787,1,1,2
788,0,2,1
789,0,2,1
790,1,2,1
791,0,2,2
792,1,2,2
793,0,2,2
794,0,2,2
795,1,2,2
796,1,2,1
797,0,2,1
798,1,2,1
799,0,2,2
800,1,2,2
801,1,2,2
802,0,2,2
803,1,2,2
804,1,2,2
805,0,2,1
806,1,2,1
807,1,2,1
808,0,2,1
809,1,2,1
810,1,2,2
811,0,2,1
812,1,2,1
813,1,2,2
814,0,2,2
815,1,2,2
816,1,2,2
817,0,2,2
818,1,2,2
819,1,2,1
820,1,2,2
821,1,2,1
822,0,2,1
823,0,2,1
824,1,2,1
825,0,2,1
826,1,3,1
827,0,3,1
828,1,3,1
829,0,3,2
830,0,3,2
831,1,3,2
832,0,3,1
833,1,3,1
834,0,3,1
835,1,3,1
836,1,3,1
837,1,3,2
838,0,3,2
839,1,3,2
840,0,3,1
841,1,3,1
842,1,3,1
843,1,3,2
844,0,3,1
845,1,3,1
846,1,3,1
847,1,3,2
848,0,3,2
849,0,3,2
850,1,3,2
851,1,3,2
852,1,3,2
853,0,3,1
854,1,3,1
855,0,3,2
856,1,3,2
857,1,3,2
858,0,3,2
859,1,3,2
860,1,3,1
861,1,3,1
862,0,3,1
863,1,3,1
864,1,3,2
865,1,3,1
866,1,3,2
867,1,3,1
868,1,3,2
869,0,3,2
870,1,3,2
871,1,3,2
872,1,3,1
873,1,3,1
874,0,1,2
875,1,1,2
876,1,1,1
877,0,1,2
878,0,1,2
879,1,1,2
880,0,1,2
881,1,1,2
882,0,1,2
883,1,1,2
884,1,1,1
885,1,1,2
886,1,1,1
887,0,1,2
888,1,1,2
889,0,1,2
890,1,1,2
891,0,1,2
892,1,1,2
893,1,1,1
894,1,1,2
895,1,1,1
896,0,1,2
897,1,1,2
898,1,1,2
899,1,1,1
900,1,1,1
901,1,1,1
902,1,1,2
903,1,1,1
904,1,1,1
905,0,2,2
906,1,2,2
907,0,2,1
908,0,2,1
909,1,2,1
910,0,2,1
911,0,2,1
912,0,2,1
913,1,2,1
914,1,2,1
915,0,2,2
916,0,2,2
917,1,2,2
918,0,2,1
919,1,2,1
920,1,2,1
921,1,2,1
922,0,2,2
923,1,2,2
924,1,2,1
925,1,2,1
926,1,2,1
927,1,2,2
928,0,2,2
929,1,2,2
930,1,2,2
931,1,2,2
932,1,2,1
933,1,2,2
934,0,4,2
935,0,4,2
936,1,4,2
937,0,4,1
938,1,4,1
939,1,4,2
940,1,4,1
941,0,4,2
942,0,4,2
943,1,4,2
944,0,4,1
945,1,4,1
946,1,4,2
947,1,4,2
948,1,4,1
949,0,4,1
950,1,4,1
951,1,4,1
952,0,4,2
953,1,4,2
954,0,4,1
955,1,4,1
956,1,4,2
957,0,4,1
958,1,4,1
959,1,4,1
960,1,4,2
961,0,4,2
962,1,4,2
963,0,4,2
964,1,4,2
965,1,4,2
966,0,4,1
967,1,4,1
968,1,4,2
969,1,4,2
970,1,4,2
971,1,4,2
972,1,4,1
973,1,4,2
974,1,4,2
975,1,4,2
976,1,4,1
977,0,3,2
978,1,3,2
979,0,3,2
980,1,3,2
981,1,3,1
982,0,3,2
983,1,3,2
984,0,3,2
985,1,3,2
986,0,3,2
987,1,3,2
988,0,3,1
989,0,3,1
990,1,3,1
991,0,3,1
992,1,3,1
993,0,3,2
994,1,3,2
995,0,3,1
996,0,3,1
997,1,3,1
998,1,3,2
999,1,3,1
1000,0,3,2
1001,1,3,2
1002,0,3,1
1003,1,3,1
1004,0,3,2
1005,1,3,2
1006,1,3,1
1007,1,3,1
1008,0,3,1
1009,1,3,1
1010,0,3,2
1011,1,3,2
1012,0,3,2
1013,1,3,2
1014,1,3,1
1015,1,3,1
1016,0,3,2
1017,1,3,2
1018,0,3,2
1019,1,3,2
1020,1,3,1
1021,1,3,2
1022,1,3,1
1023,0,3,1
1024,1,3,1
1025,1,3,2
1026,1,3,1
1027,1,3,1
1028,1,3,1
1029,0,3,2
1030,1,3,2
1031,1,3,1
1032,1,3,1
1033,1,3,2
1034,1,1,2
1035,1,1,1
1036,0,1,2
1037,1,1,2
1038,0,1,2
1039,1,1,2
1040,1,1,1
1041,1,1,2
1042,1,1,1
1043,1,1,2
1044,1,1,2
1045,0,1,2
1046,1,1,2
1047,0,1,2
1048,1,1,2
1049,1,1,1
1050,0,1,1
1051,1,1,1
1052,1,1,2
1053,1,1,2
1054,1,1,2
1055,0,1,2
1056,1,1,2
1057,1,1,2
1058,1,1,2
1059,1,1,1
1060,1,1,1
1061,1,1,1
1062,1,1,2
1063,0,2,1
1064,0,2,1
1065,1,2,1
1066,0,2,2
1067,1,2,2
1068,0,2,2
1069,0,2,2
1070,1,2,2
1071,1,2,1
1072,0,2,1
1073,1,2,1
1074,0,2,2
1075,1,2,2
1076,1,2,2
1077,0,2,2
1078,1,2,2
1079,1,2,2
1080,0,2,1
1081,1,2,1
1082,1,2,1
1083,0,2,1
1084,1,2,1
1085,1,2,2
1086,0,2,1
1087,1,2,1
1088,1,2,2
1089,0,2,2
1090,1,2,2
1091,1,2,2
1092,0,2,2
1093,1,2,2
1094,1,2,1
1095,1,2,2
1096,1,2,1
1097,0,2,1
1098,0,2,1
1099,1,2,1
1100,0,2,1
1101,1,3,1
1102,0,3,1
1103,1,3,1
1104,0,3,2
1105,0,3,2
1106,1,3,2
1107,0,3,1
1108,1,3,1
1109,0,3,1
1110,1,3,1
1111,1,3,1
1112,1,3,2
1113,0,3,2
1114,1,3,2
1115,0,3,1
1116,1,3,1
1117,1,3,1
1118,1,3,2
1119,0,3,1
1120,1,3,1
1121,1,3,1
1122,1,3,2
1123,0,3,2
1124,0,3,2
1125,1,3,2
1126,1,3,2
1127,1,3,2
1128,0,3,1
1129,1,3,1
1130,0,3,2
1131,1,3,2
1132,1,3,2
1133,0,3,2
1134,1,3,2
1135,1,3,1
1136,1,3,1
1137,0,3,1
1138,1,3,1
1139,1,3,2
1140,1,3,1
1141,1,3,2
1142,1,3,1
1143,1,3,2
1144,0,3,2
1145,1,3,2
1146,1,3,2
1147,1,3,1
1148,1,3,1
1149,0,1,2
1150,1,1,2
1151,1,1,1
1152,0,1,2
1153,0,1,2
1154,1,1,2
1155,0,1,2
1156,1,1,2
1157,0,1,2
1158,1,1,2
1159,1,1,1
1160,1,1,2
1161,1,1,1
1162,0,1,2
1163,1,1,2
1164,0,1,2
1165,1,1,2
1166,0,1,2
1167,1,1,2
1168,1,1,1
1169,1,1,2
1170,1,1,1
1171,0,1,2
1172,1,1,2
1173,1,1,2
1174,1,1,1
1175,1,1,1
1176,1,1,1
1177,1,1,2
1178,1,1,1
1179,1,1,1
1180,0,2,2
1181,1,2,2
1182,0,2,1
1183,0,2,1
1184,1,2,1
1185,0,2,1
1186,0,2,1
1187,0,2,1
1188,1,2,1
1189,1,2,1
1190,0,2,2
1191,0,2,2
1192,1,2,2
1193,0,2,1
1194,1,2,1
1195,1,2,1
1196,1,2,1
1197,0,2,2
1198,1,2,2
1199,1,2,1
1200,1,2,1
1201,1,2,1
1202,1,2,2
1203,0,2,2
1204,1,2,2
1205,1,2,2
1206,1,2,2
1207,1,2,1
1208,1,2,2
1209,0,4,2
1210,0,4,2
1211,1,4,2
1212,0,4,1
1213,1,4,1
1214,1,4,2
1215,1,4,1
1216,0,4,2
1217,0,4,2
1218,1,4,2
1219,0,4,1
1220,1,4,1
1221,1,4,2
1222,1,4,2
1223,1,4,1
1224,0,4,1
1225,1,4,1
1226,1,4,1
1227,0,4,2
1228,1,4,2
1229,0,4,1
1230,1,4,1
1231,1,4,2
1232,0,4,1
1233,1,4,1
1234,1,4,1
1235,1,4,2
1236,0,4,2
1237,1,4,2
1238,0,4,2
1239,1,4,2
1240,1,4,2
1241,0,4,1
1242,1,4,1
1243,1,4,2
1244,1,4,2
1245,1,4,2
1246,1,4,2
1247,1,4,1
1248,1,4,2
1249,1,4,2
1250,1,4,2
1251,1,4,1
1252,0,3,2
1253,1,3,2
1254,0,3,2
1255,1,3,2
1256,1,3,1
1257,0,3,2
1258,1,3,2
1259,0,3,2
1260,1,3,2
1261,0,3,2
1262,1,3,2
1263,0,3,1
1264,0,3,1
1265,1,3,1
1266,0,3,1
1267,1,3,1
1268,0,3,2
1269,1,3,2
1270,0,3,1
1271,0,3,1
1272,1,3,1
1273,1,3,2
1274,1,3,1
1275,0,3,2
1276,1,3,2
1277,0,3,1
1278,1,3,1
1279,0,3,2
1280,1,3,2
1281,1,3,1
1282,1,3,1
1283,0,3,1
1284,1,3,1
1285,0,3,2
1286,1,3,2
1287,0,3,2
1288,1,3,2
1289,1,3,1
1290,1,3,1
1291,0,3,2
1292,1,3,2
1293,0,3,2
1294,1,3,2
1295,1,3,1
1296,1,3,2
1297,1,3,1
1298,0,3,1
1299,1,3,1
1300,1,3,2
1301,1,3,1
1302,1,3,1
1303,1,3,1
1304,0,3,2
1305,1,3,2
1306,1,3,1
1307,1,3,1
1308,1,3,2
1309,1,1,2
1310,1,1,1
1311,0,1,2
1312,1,1,2
1313,0,1,2
1314,1,1,2
1315,1,1,1
1316,1,1,2
1317,1,1,1
1318,1,1,2
1319,1,1,2
1320,0,1,2
1321,1,1,2
1322,0,1,2
1323,1,1,2
1324,1,1,1
1325,0,1,1
1326,1,1,1
1327,1,1,2
1328,1,1,2
1329,1,1,2
1330,0,1,2
1331,1,1,2
1332,1,1,2
1333,1,1,2
1334,1,1,1
1335,1,1,1
1336,1,1,1
1337,1,1,2
1338,0,2,1
1339,0,2,1
1340,1,2,1
1341,0,2,2
1342,1,2,2
1343,0,2,2
1344,0,2,2
1345,1,2,2
1346,1,2,1
1347,0,2,1
1348,1,2,1
1349,0,2,2
1350,1,2,2
1351,1,2,2
1352,0,2,2
1353,1,2,2
1354,1,2,2
1355,0,2,1
1356,1,2,1
1357,1,2,1
1358,0,2,1
1359,1,2,1
1360,1,2,2
1361,0,2,1
1362,1,2,1
1363,1,2,2
1364,0,2,2
1365,1,2,2
1366,1,2,2
1367,0,2,2
1368,1,2,2
1369,1,2,1
1370,1,2,2
1371,1,2,1
1372,0,2,1
1373,0,2,1
1374,1,2,1
1375,0,2,1
1376,1,3,1
1377,1,3,1
1378,0,3,2
1379,1,3,2
1380,1,3,1
1381,1,3,1
1382,0,3,1
1383,1,3,1
1384,0,3,2
1385,1,3,2
1386,0,3,2
1387,1,3,2
1388,1,3,1
1389,0,3,1
1390,1,3,1
1391,1,3,2
1392,1,3,1
1393,1,3,1
1394,1,3,2
1395,0,3,2
1396,1,3,2
1397,0,3,2
1398,1,3,2
1399,0,3,2
1400,1,3,2
1401,1,3,1
1402,1,3,2
1403,0,3,2
1404,1,3,2
1405,0,3,2
1406,1,3,2
1407,0,3,1
1408,1,3,1
1409,0,3,1
1410,1,3,1
1411,1,3,1
1412,0,3,2
1413,1,3,2
1414,1,3,1
1415,1,3,2
1416,1,3,1
1417,1,3,2
1418,0,3,2
1419,1,3,2
1420,0,3,2
1421,1,3,2
1422,1,3,1
1423,1,3,1
1424,1,3,2
1425,1,3,1
1426,0,3,2
1427,1,3,2
1428,0,3,2
1429,1,3,2
1430,1,3,2
1431,1,3,1
1432,1,3,2
1433,1,3,1
1434,1,3,2
1435,0,3,2
1436,1,3,2
1437,0,3,2
1438,1,3,2
1439,1,3,1
1440,1,3,2
1441,1,3,1
1442,0,3,2
1443,1,3,2
1444,0,3,2
1445,1,3,2
1446,1,3,1
1447,0,3,1
1448,1,3,1
1449,1,3,1
1450,1,3,2
1451,1,3,1
1452,1,3,1
1453,1,3,2
1454,1,3,1
1455,1,3,1
1456,1,3,1
1457,1,3,2
1458,0,4,1
1459,0,4,1
1460,0,4,1
1461,1,4,1
1462,0,4,1
1463,1,4,1
1464,0,4,1
1465,0,4,1
1466,1,4,1
1467,0,4,2
1468,1,4,2
1469,0,4,1
1470,0,4,1
1471,1,4,1
1472,0,4,1
1473,1,4,1
1474,1,4,1
1475,1,4,2
1476,0,4,2
1477,1,4,2
1478,0,4,2
1479,1,4,2
1480,0,4,2
1481,1,4,2
1482,0,4,1
1483,0,4,1
1484,1,4,1
1485,0,4,2
1486,1,4,2
1487,0,4,2
1488,1,4,2
1489,0,4,1
1490,1,4,1
1491,1,4,2
1492,0,4,1
1493,0,4,1
1494,1,4,1
1495,1,4,2
1496,0,4,1
1497,1,4,1
1498,1,4,2
1499,0,4,2
1500,1,4,2
1501,0,4,1
1502,1,4,1
1503,0,4,1
1504,0,4,1
1505,0,4,1
1506,1,4,1
1507,0,4,1
1508,1,4,1
1509,1,4,2
1510,0,4,1
1511,1,4,1
1512,1,4,2
1513,0,4,1
1514,1,4,1
1515,0,4,1
1516,1,4,1
1517,1,4,2
1518,0,4,2
1519,1,4,2
1520,0,4,2
1521,1,4,2
1522,0,4,2
1523,1,4,2
1524,0,4,1
1525,0,4,1
1526,1,4,1
1527,1,4,2
1528,1,4,2
1529,0,4,2
1530,1,4,2
1531,0,4,2
1532,1,4,2
1533,0,4,1
1534,1,4,1
1535,1,4,2
1536,1,4,2
1537,0,4,2
1538,1,4,2
1539,0,4,1
1540,1,4,1
1541,1,4,2
1542,1,4,2
1543,1,4,1
1544,1,4,2
1545,0,4,2
1546,1,4,2
1547,1,4,2
1548,0,4,1
1549,1,4,1
1550,0,4,1
1551,1,4,1
1552,1,4,2
1553,0,4,1
1554,1,4,1
1555,1,4,2
1556,0,4,1
1557,1,4,1
1558,1,4,2
1559,1,4,1
1560,1,4,2
1561,1,4,1
1562,0,4,1
1563,1,4,1
1564,0,4,1
1565,1,4,1
1566,1,4,2
1567,0,4,2
1568,1,4,2
1569,0,4,1
1570,1,4,1
1571,0,4,1
1572,1,4,1
1573,1,4,2
1574,0,4,2
1575,1,4,2
1576,0,4,1
1577,1,4,1
1578,1,4,2
1579,1,4,1
1580,0,4,1
1581,1,4,1
1582,1,4,2
1583,1,4,1
1584,1,4,1
1585,1,4,1
1586,1,4,2
1587,1,4,1
1588,1,4,1
1589,1,4,2
1590,1,1,2
1591,0,1,1
1592,0,1,1
1593,0,1,1
1594,0,1,1
1595,1,1,1
1596,1,1,2
1597,1,1,2
1598,1,1,1
1599,1,1,2
1600,1,1,1
1601,1,1,2
1602,1,1,2
1603,1,1,2
1604,1,1,2
1605,1,1,1
1606,0,1,1
1607,0,1,1
1608,1,1,1
1609,1,1,2
1610,0,2,2
1611,0,2,2
1612,0,2,2
1613,0,2,2
1614,0,2,2
1615,0,2,2
1616,0,2,2
1617,1,2,2
1618,0,2,2
1619,1,2,2
1620,0,2,2
1621,1,2,2
1622,0,2,2
1623,1,2,2
1624,0,2,2
1625,1,2,2
1626,0,2,1
1627,1,2,1
1628,1,2,1
1629,0,2,1
1630,1,2,1
1631,0,2,2
1632,1,2,2
1633,1,2,1
1634,0,2,2
1635,1,2,2
1636,0,2,2
1637,1,2,2
1638,0,2,1
1639,1,2,1
1640,0,2,1
1641,1,2,1
1642,0,2,2
1643,1,2,2
1644,0,2,2
1645,1,2,2
1646,0,2,2
1647,1,2,2
1648,0,2,2
1649,1,2,2
1650,1,2,1
1651,0,2,1
1652,1,2,1
1653,1,2,1
1654,1,2,2
1655,1,2,1
1656,1,2,2
1657,1,2,2
1658,1,2,2
1659,1,2,2
1660,0,2,1
1661,1,2,1
1662,1,2,2
