Animal,Day,trial duration,Correct,Strategy,Trial,Correct arm,Reward zone,Start zone,Start time,End time,Learning stage,Trajectory
HM07,HM07-0321-0109.mat,14.7849545626533,0,3,4,2,1,2,1289820,1297620,1,1
HM07,HM07-0321-0109.mat,16.934599765436,0,3,5,2,1,2,1323020,1326360,1,1
HM07,HM07-0321-0109.mat,11.8757189513021,1,3,6,2,2,2,1343920,1348840,1,2
HM07,HM07-0321-0109.mat,26.3774131465941,1,3,7,2,2,2,1374980,1394500,2,2
HM07,HM07-0321-0109.mat,20.6614887205752,1,3,8,1,1,1,1429800,1434660,2,4
HM07,HM07-0321-0109.mat,22.6281368382243,1,3,9,1,1,1,1472680,1477660,2,4
HM07,HM07-0321-0109.mat,2.93378822275237,1,3,10,1,1,1,1525560,1527840,2,4
HM07,HM07-0321-0109.mat,11.0127831497639,1,3,11,2,2,2,1552800,1556720,2,2
HM07,HM07-0321-0109.mat,11.5317954098197,0,3,12,2,1,2,1581300,1586280,2,1
HM07,HM07-0321-0109.mat,10.0008212398859,1,3,13,2,2,2,1606220,1608180,2,2
HM07,HM07-0321-0109.mat,11.8258488013213,0,3,14,2,1,2,1629120,1634780,2,1
HM07,HM07-0321-0109.mat,10.8048569580087,1,3,15,2,2,2,1655940,1657800,2,2
HM07,HM07-0321-0109.mat,3.20817409853022,1,3,16,1,1,1,1676300,1678860,2,4
HM07,HM07-0321-0109.mat,16.5557700105103,1,3,17,2,2,2,1704380,1709720,2,2
HM07,HM07-0321-0109.mat,16.7724399542884,0,3,18,1,2,1,1739340,1749860,2,3
HM07,HM07-0321-0109.mat,4.3890652351479,1,3,19,1,1,1,1765460,1767880,2,4
HM07,HM07-0321-0109.mat,17.5287223639913,0,3,20,1,2,1,1827640,1829900,2,3
HM07,HM07-0321-0109.mat,14.9547503455064,1,3,21,1,1,1,1852400,1859280,2,4
HM07,HM07-0321-0109.mat,31.3920274920338,0,3,22,2,1,2,1881800,1905520,2,1
HM07,HM07-0321-0109.mat,9.06395901102751,1,3,23,2,2,2,1922540,1925040,2,2
HM07,HM07-0321-0109.mat,24.2898077916618,1,3,24,2,2,2,1944160,1961320,2,2
HM07,HM07-0321-0109.mat,10.6265543891493,0,3,25,1,2,1,1990360,1994160,2,3
HM07,HM07-0321-0109.mat,4.81753489164345,1,3,26,1,1,1,2010220,2014040,2,4
HM07,HM07-0321-0109.mat,15.2128532316778,1,3,27,2,2,2,2041060,2044300,2,2
HM07,HM07-0321-0109.mat,28.547603973574,1,3,28,2,2,2,2125340,2127520,2,2
HM07,HM07-0321-0109.mat,8.89885417093475,1,3,29,1,1,1,2162380,2165200,2,4
HM07,HM07-0321-0109.mat,26.6386170200697,0,3,30,1,2,1,2216440,2218900,2,3
HM07,HM07-0321-0109.mat,3.77697055204284,1,3,31,1,1,1,2236300,2238640,2,4
HM07,HM07-0321-0109.mat,10.6155683712317,0,3,32,1,2,1,2264360,2269180,2,3
HM07,HM07-0321-0109.mat,3.67981936504229,1,3,33,1,1,1,2286460,2289000,2,4
HM07,HM07-0321-0109.mat,10.5518703378322,1,3,34,2,2,2,2311840,2314580,2,2
HM07,HM07-0321-0109.mat,68.5445132256719,1,3,35,1,1,1,2409980,2414740,2,4
HM07,HM07-0321-0109.mat,10.3957175886288,1,3,36,2,2,2,2439820,2441360,2,2
HM07,HM07-0321-0109.mat,13.9918213172953,0,3,37,2,1,2,2469160,2471160,2,1
HM07,HM07-0321-0109.mat,11.339033433543,1,3,38,2,2,2,2490980,2494080,2,2
HM07,HM07-0321-0109.mat,10.0037084439699,0,3,39,2,1,2,2514160,2518420,2,1
HM07,HM07-0321-0109.mat,9.91778023489765,1,3,40,2,2,2,2580940,2583120,2,2
HM07,HM07-0321-0109.mat,4.39177751722527,1,3,41,1,1,1,2602380,2604520,2,4
HM07,HM07-0321-0109.mat,13.2798082200831,1,3,42,1,1,1,2624620,2635520,2,4
HM07,HM07-0321-0109.mat,2.29414186416643,1,3,43,2,2,2,2680500,2701300,2,2
HM07,HM07-0321-0109.mat,13.1819776420146,1,3,44,2,2,2,2722200,2728240,2,2
HM07,HM07-0321-0109.mat,18.1365461273586,0,3,45,2,1,2,2762480,2774280,2,1
HM07,HM07-0321-0109.mat,11.7445028641497,1,3,46,2,2,2,2796360,2798460,2,2
HM07,HM07-0321-0109.mat,9.7636580464123,1,3,47,2,2,2,2817300,2821280,2,2
HM07,HM07-0321-0109.mat,10.01056609833,0,3,48,1,2,1,2850060,2852040,2,3
HM07,HM07-0321-0109.mat,3.51984257152867,1,3,49,1,1,1,2868440,2870720,2,4
HM07,HM07-0321-0109.mat,13.5997541615922,1,3,50,1,1,1,2905600,2909140,2,4
HM07,HM07-0321-0109.mat,13.0560552563354,1,3,51,2,2,2,2932580,2934520,2,2
HM07,HM07-0321-0109.mat,2.63001102050349,1,3,52,1,1,1,2955940,2958040,2,4
HM07,HM07-0321-0109.mat,19.3762082144108,0,3,53,1,2,1,2996400,2998680,2,3
HM07,HM07-0321-0109.mat,3.2618553410854,1,3,54,1,1,1,3015500,3018080,2,4
HM07,HM07-0321-0109.mat,8.89767696835221,1,3,55,2,2,2,3040060,3042800,2,2
HM07,HM07-0321-0109.mat,16.6954927965833,1,3,56,1,1,1,3075740,3080040,2,4
HM07,HM07-0321-0109.mat,16.8239438037403,1,3,57,2,2,2,3101360,3110520,2,2
HM07,HM07-0321-0109.mat,267.839599261941,0,3,58,1,2,1,3299780,3307380,2,3
HM07,HM07-0321-0109.mat,3.76288224053653,1,3,59,1,1,1,3322440,3324920,2,4
HM07,HM07-0321-0109.mat,43.7145864329924,0,3,60,2,1,2,3372580,3390800,2,1
HM07,HM07-0321-0109.mat,24.4795386233129,1,3,61,2,2,2,3409740,3425900,2,2
HM07,HM07-0321-0109.mat,51.9225287642849,1,3,62,1,1,1,3492520,3497980,2,4
HM07,HM07-0321-0109.mat,8.29659023072688,1,3,63,2,2,2,3519000,3521100,2,2
HM07,HM07-0321-0109.mat,9.75761914415842,0,3,64,2,1,2,3541640,3551980,2,1
HM07,HM07-0321-0109.mat,8.97606305700606,1,3,65,2,2,2,3570080,3572040,2,2
HM07,HM07-0321-0109.mat,11.6206430476635,1,3,66,1,1,1,3603000,3605500,2,4
HM07,HM07-0321-0109.mat,47.2697744358619,0,3,67,1,2,1,3669720,3672100,2,3
HM07,HM07-0321-0109.mat,11.1698218001034,1,3,68,1,1,1,3693880,3698620,2,4
HM07,HM07-0321-0109.mat,21.0610767177725,1,3,69,1,1,1,3735480,3738600,2,4
HM07,HM07-0321-0109.mat,14.9411299150832,1,3,70,2,2,2,3769660,3777820,2,2
HM07,HM07-0321-0109.mat,15.2788353861297,1,3,71,2,2,2,3804860,3807840,2,2
HM07,HM07-0321-0109.mat,3.28080285981215,1,3,72,1,1,1,3830680,3833300,2,4
HM07,HM07-0321-0109.mat,16.3324214213977,0,3,73,2,1,2,3876360,3884860,2,1
HM07,HM07-0321-0109.mat,9.69588227924125,1,3,74,2,2,2,3903820,3906020,2,2
HM07,HM07-0321-0109.mat,3.65175408551743,1,3,75,1,1,1,3928880,3930940,2,4
HM07,HM07-0321-0109.mat,28.5306983156771,1,3,76,2,2,2,3954960,3976640,2,2
HM07,HM07-0321-0109.mat,63.1023534785873,0,3,77,2,1,2,3997220,4053780,2,1
HM07,HM07-0321-0109.mat,9.01548078377071,1,3,78,2,2,2,4072080,4074680,2,2
HM07,HM07-0321-0109.mat,3.89496147845381,1,3,79,1,1,1,4099400,4101500,2,4
HM07,HM07-0321-0109.mat,55.3585512957742,0,3,80,1,2,1,4177200,4180360,2,3
HM07,HM07-0321-0109.mat,2.94074201965266,1,3,81,1,1,1,4197360,4199480,2,4
HM07,HM07-0324-0108.mat,20.6624772566357,0,1,1,1,2,1,531880,539940,2,3
HM07,HM07-0324-0108.mat,15.209861506815,1,1,2,1,1,1,570380,574820,2,4
HM07,HM07-0324-0108.mat,29.3754779216229,1,1,3,1,1,1,624860,626560,2,4
HM07,HM07-0324-0108.mat,18.1279468714236,1,1,4,1,1,2,653140,663280,2,1
HM07,HM07-0324-0108.mat,7.9438237556931,0,1,5,1,2,2,684160,686560,2,2
HM07,HM07-0324-0108.mat,12.4824337091473,0,1,6,1,2,2,703600,708520,2,2
HM07,HM07-0324-0108.mat,13.0091894195959,0,1,7,1,2,2,724080,730760,2,2
HM07,HM07-0324-0108.mat,9.02187513354799,1,1,8,1,1,2,749060,751200,2,1
HM07,HM07-0324-0108.mat,8.62301258971322,0,1,9,1,2,2,772740,775260,2,2
HM07,HM07-0324-0108.mat,11.080328668524,1,1,10,1,1,2,834800,837020,2,1
HM07,HM07-0324-0108.mat,8.41608255250997,0,1,11,1,2,2,860000,862260,2,2
HM07,HM07-0324-0108.mat,8.13668264326588,1,1,12,1,1,2,881920,883760,2,1
HM07,HM07-0324-0108.mat,10.8857169032882,1,1,13,1,1,1,912040,913900,2,4
HM07,HM07-0324-0108.mat,9.37453730701857,1,1,14,1,1,2,940400,943400,3,1
HM07,HM07-0324-0108.mat,12.1497414577668,1,1,15,1,1,1,973680,975580,3,4
HM07,HM07-0324-0108.mat,2.70415273552326,1,1,16,1,1,2,982320,984220,3,1
HM07,HM07-0324-0108.mat,7.03994913565006,1,1,17,1,1,1,1009900,1011540,3,4
HM07,HM07-0324-0108.mat,4.89093938773127,1,1,18,1,1,1,1033140,1034620,3,4
HM07,HM07-0324-0108.mat,2.42349224370631,1,1,19,1,1,1,1081640,1083180,3,4
HM07,HM07-0324-0108.mat,9.38256361755727,1,1,20,1,1,2,1110160,1112420,3,1
HM07,HM07-0324-0108.mat,6.14057804707963,1,1,21,1,1,1,1140900,1142680,3,4
HM07,HM07-0324-0108.mat,3.40949613920355,1,1,22,1,1,1,1167480,1169980,3,4
HM07,HM07-0324-0108.mat,8.5567941869505,0,3,1,2,1,2,1194960,1197240,2,1
HM07,HM07-0324-0108.mat,8.42285162876829,1,3,2,2,2,2,1213480,1216100,2,2
HM07,HM07-0324-0108.mat,1.74251513321433,1,3,3,1,1,1,1237280,1238780,2,4
HM07,HM07-0324-0108.mat,9.83142324318914,0,3,4,2,1,2,1259120,1263620,2,1
HM07,HM07-0324-0108.mat,8.77572921606246,1,3,5,2,2,2,1282040,1283740,2,2
HM07,HM07-0324-0108.mat,2.00076162359654,1,3,6,1,1,1,1306640,1308260,2,4
HM07,HM07-0324-0108.mat,2.66389064747001,1,3,7,1,1,1,1330020,1331940,3,4
HM07,HM07-0324-0108.mat,7.21275942676966,1,3,8,1,1,1,1390760,1392520,3,4
HM07,HM07-0324-0108.mat,6.7919070606096,1,3,9,2,2,2,1411440,1413780,3,2
HM07,HM07-0324-0108.mat,1.81789081263242,1,3,10,1,1,1,1433000,1434520,3,4
HM07,HM07-0324-0108.mat,10.5687730288117,1,3,11,2,2,2,1455940,1459720,2,2
HM07,HM07-0324-0108.mat,4.70360013780217,0,3,12,2,1,2,1478700,1481440,2,1
HM07,HM07-0324-0108.mat,7.66286986336564,1,3,13,2,2,2,1498480,1500320,2,2
HM07,HM07-0324-0108.mat,2.09694056255318,1,3,14,1,1,1,1519960,1521680,3,4
HM07,HM07-0324-0108.mat,1.94177767671544,1,3,15,1,1,1,1561840,1563480,3,4
HM07,HM07-0324-0108.mat,2.16677546954505,1,3,16,1,1,1,1584700,1586480,3,4
HM07,HM07-0324-0108.mat,0.894631804274203,1,2,1,2,2,2,1601600,1603280,1,2
HM07,HM07-0324-0108.mat,2.23887425768673,0,2,2,2,1,1,1647180,1649000,1,4
HM07,HM07-0324-0108.mat,1.98597735072822,0,2,3,2,1,1,1662040,1663740,1,4
HM07,HM07-0324-0108.mat,2.18501678083449,0,2,4,2,1,1,1678300,1680060,1,4
HM07,HM07-0324-0108.mat,5.52658151582389,1,2,5,2,2,1,1695960,1698520,1,3
HM07,HM07-0324-0108.mat,26.186842313942,1,2,6,2,2,2,1718420,1738500,1,2
HM07,HM07-0324-0108.mat,2.22305023639913,0,2,7,2,1,1,1758280,1760100,1,4
HM07,HM07-0324-0108.mat,53.6503586860413,1,2,8,2,2,1,1813160,1827640,1,3
HM07,HM07-0324-0108.mat,2.86694618474834,0,2,9,2,1,1,1845600,1847760,1,4
HM07,HM07-0324-0108.mat,3.58897267646519,0,2,10,2,1,1,1863100,1865220,1,4
HM07,HM07-0324-0108.mat,14.5598112016817,0,2,11,2,1,1,1890820,1893040,1,4
HM07,HM07-0324-0108.mat,32.879677745116,1,2,12,2,2,1,1948000,1950660,1,3
HM07,HM07-0324-0108.mat,2.38871478186884,0,2,13,2,1,1,1976880,1978940,1,4
HM07,HM07-0324-0108.mat,2.42165340351345,0,2,14,2,1,1,1995560,1997640,1,4
HM07,HM07-0324-0108.mat,10.8966412795916,1,2,15,2,2,1,2019180,2022520,2,3
HM07,HM07-0324-0108.mat,28.773307778649,1,2,16,2,2,2,2072200,2073880,2,2
HM07,HM07-0324-0108.mat,5.1829984401328,1,2,17,2,2,1,2094700,2098660,2,3
HM07,HM07-0324-0108.mat,9.17563541816119,1,2,18,2,2,2,2122120,2125800,2,2
HM07,HM07-0324-0108.mat,5.21262911996797,1,2,19,2,2,1,2149440,2154120,2,3
HM07,HM07-0324-0108.mat,7.58905284262858,1,2,20,2,2,2,2174540,2176620,2,2
HM07,HM07-0324-0108.mat,127.294917138186,0,2,21,2,1,1,2249460,2253380,2,4
HM07,HM07-0324-0108.mat,2.79973234814234,0,2,22,2,1,1,2275560,2277760,2,4
HM07,HM07-0324-0108.mat,4.47178941659298,1,2,23,2,2,1,2297600,2301300,2,3
HM07,HM07-0324-0108.mat,4.07797215194942,1,2,24,2,2,1,2321000,2324840,2,3
HM07,HM07-0324-0108.mat,2.21465040956941,0,2,25,2,1,1,2343260,2345180,2,4
HM07,HM07-0324-0108.mat,19.0944340955273,1,2,26,2,2,1,2378240,2379980,2,3
HM07,HM07-0324-0108.mat,8.06863042425051,1,2,27,2,2,2,2397920,2400760,3,2
HM07,HM07-0324-0108.mat,2.56172520778766,1,2,28,2,2,1,2425740,2427940,3,3
HM07,HM07-0324-0108.mat,1.59185379990324,1,2,29,2,2,2,2448880,2451260,3,2
HM07,HM07-0324-0108.mat,7.52972346307202,1,2,30,2,2,2,2470760,2472920,3,2
HM07,HM07-0324-0108.mat,5.50395739176857,1,2,31,2,2,1,2494160,2496040,3,3
HM07,HM07-0324-0108.mat,7.98101094309404,1,2,32,2,2,2,2520240,2522680,3,2
HM07,HM07-0324-0108.mat,3.25657227306852,1,2,33,2,2,1,2541760,2544540,3,3
HM07,HM07-0324-0108.mat,30.5697004094026,1,2,34,2,2,2,2563780,2588500,3,2
HM07,HM07-0324-0108.mat,31.8134582179143,1,2,35,2,2,1,2725660,2728360,3,3
HM07,HM07-0324-0108.mat,3.90305421431074,1,2,36,2,2,1,2747320,2750380,3,3
HM07,HM07-0324-0108.mat,5.52082693014798,0,1,1,1,2,2,2769380,2771140,1,2
HM07,HM07-0324-0108.mat,42.8837110575399,0,1,2,1,2,2,2819320,2821420,1,2
HM07,HM07-0324-0108.mat,69.662575981048,0,1,3,1,2,2,2860900,2900620,1,2
HM07,HM07-0324-0108.mat,13.2886744985903,0,1,4,1,2,2,2914980,2922560,1,2
HM07,HM07-0324-0108.mat,19.8157894542967,0,1,5,1,2,2,2939160,2952760,1,2
HM07,HM07-0324-0108.mat,20.4777705153401,0,1,6,1,2,2,2999420,3012240,1,2
HM07,HM07-0324-0108.mat,17.4308527895764,1,1,7,1,1,2,3030860,3042200,1,1
HM07,HM07-0324-0108.mat,12.3446515994061,0,1,8,1,2,2,3065720,3068140,1,2
HM07,HM07-0324-0108.mat,12.9325880699354,0,1,9,1,2,2,3086620,3093360,1,2
HM07,HM07-0324-0108.mat,13.91994165763,0,1,10,1,2,2,3109200,3117220,1,2
HM07,HM07-0324-0108.mat,11.9429885947849,0,1,11,1,2,2,3131580,3137140,1,2
HM07,HM07-0324-0108.mat,23.7607428314509,1,1,12,1,1,2,3153080,3170840,1,1
HM07,HM07-0324-0108.mat,252.904441076058,0,1,13,1,2,1,3309240,3312040,1,3
HM07,HM07-0324-0108.mat,6.47186981732037,1,1,14,1,1,1,3328300,3333460,1,4
HM07,HM07-0324-0108.mat,9.46152834820907,0,1,15,1,2,2,3356200,3359460,1,2
HM07,HM07-0324-0108.mat,43.181830008842,0,1,16,1,2,2,3381900,3418560,1,2
HM07,HM07-0326-0107.mat,13.0187121946581,0,1,1,1,2,1,636700,644160,2,3
HM07,HM07-0326-0107.mat,8.87480265327572,0,1,2,1,2,1,662800,667640,2,3
HM07,HM07-0326-0107.mat,2.21584105036619,1,1,3,1,1,1,683040,685060,2,4
HM07,HM07-0326-0107.mat,2.19730730852004,1,1,4,1,1,1,720500,722560,2,4
HM07,HM07-0326-0107.mat,10.5558560220884,0,1,5,1,2,2,747480,752340,2,2
HM07,HM07-0326-0107.mat,9.54209000717372,1,1,6,1,1,2,773720,776320,2,1
HM07,HM07-0326-0107.mat,11.9874927532073,1,1,7,1,1,1,808480,810120,2,4
HM07,HM07-0326-0107.mat,6.91694701956924,0,1,8,1,2,2,831840,833560,2,2
HM07,HM07-0326-0107.mat,7.97509816185916,1,1,9,1,1,2,849300,851240,2,1
HM07,HM07-0326-0107.mat,3.29010541032015,1,1,10,1,1,1,877480,880520,2,4
HM07,HM07-0326-0107.mat,6.33440402062028,1,1,11,1,1,1,921960,924740,2,4
HM07,HM07-0326-0107.mat,4.07312953304082,0,1,12,1,2,2,957240,959000,2,2
HM07,HM07-0326-0107.mat,8.94004448073939,1,1,13,1,1,2,976180,977780,2,1
HM07,HM07-0326-0107.mat,8.89862133998432,1,1,14,1,1,1,998180,1006940,2,4
HM07,HM07-0326-0107.mat,8.00345349360204,0,1,15,1,2,2,1034380,1036440,2,2
HM07,HM07-0326-0107.mat,9.12879740978629,1,1,16,1,1,2,1052360,1054560,2,1
HM07,HM07-0326-0107.mat,12.8546762046012,1,1,17,1,1,1,1078540,1084760,2,4
HM07,HM07-0326-0107.mat,23.5788410223386,0,1,18,1,2,1,1114980,1126680,2,3
HM07,HM07-0326-0107.mat,2.81462237300012,1,1,19,1,1,1,1148780,1151500,2,4
HM07,HM07-0326-0107.mat,10.6250675010427,1,1,20,1,1,2,1195080,1196700,2,1
HM07,HM07-0326-0107.mat,4.07382078577268,1,1,21,1,1,1,1220320,1222260,2,4
HM07,HM07-0326-0107.mat,5.20779898733755,0,1,22,1,2,1,1242560,1247660,2,3
HM07,HM07-0326-0107.mat,2.3255639615622,1,1,23,1,1,1,1263000,1265200,2,4
HM07,HM07-0326-0107.mat,10.7362194154252,1,1,24,1,1,2,1288140,1290780,2,1
HM07,HM07-0326-0107.mat,4.77563089104286,1,1,25,1,1,1,1308520,1313200,2,4
HM07,HM07-0326-0107.mat,6.7077683081697,0,1,26,1,2,2,1333020,1335380,2,2
HM07,HM07-0326-0107.mat,7.35786162459752,1,1,27,1,1,2,1350780,1352440,2,1
HM07,HM07-0326-0107.mat,13.4186246428989,1,1,28,1,1,1,1378400,1383440,2,4
HM07,HM07-0326-0107.mat,11.6011597090472,1,1,29,1,1,2,1403880,1409560,2,1
HM07,HM07-0326-0107.mat,20.7764416466192,0,1,30,1,2,1,1434400,1455080,2,3
HM07,HM07-0326-0107.mat,49.5037672824945,1,1,31,1,1,1,1517060,1520060,2,4
HM07,HM07-0326-0107.mat,24.167611244724,1,1,32,1,1,1,1560960,1563060,2,4
HM07,HM07-0326-0107.mat,14.3158926764652,0,1,33,1,2,2,1583940,1590800,2,2
HM07,HM07-0326-0107.mat,15.2077196086151,0,1,34,1,2,2,1608920,1625020,2,2
HM07,HM07-0326-0107.mat,8.16484184614871,1,1,35,1,1,2,1640160,1642340,2,1
HM07,HM07-0326-0107.mat,2.38462820139804,1,1,36,1,1,1,1660640,1662920,2,4
HM07,HM07-0326-0107.mat,8.19052244473733,1,1,37,1,1,2,1689220,1690960,3,1
HM07,HM07-0326-0107.mat,13.0446839955957,1,1,38,1,1,2,1714300,1717920,3,1
HM07,HM07-0326-0107.mat,6.58184597954655,1,1,39,1,1,1,1735520,1742000,3,4
HM07,HM07-0326-0107.mat,10.8996983156771,1,1,40,1,1,2,1784960,1786680,3,1
HM07,HM07-0326-0107.mat,12.8555966126691,1,1,41,1,1,2,1805380,1812120,3,1
HM07,HM07-0326-0107.mat,9.06463640813467,1,1,42,1,1,1,1837160,1839260,3,4
HM07,HM07-0326-0107.mat,9.9207252818605,1,1,43,1,1,2,1858620,1861900,3,1
HM07,HM07-0326-0107.mat,9.09561492133932,1,1,44,1,1,2,1880640,1883640,3,1
HM07,HM07-0326-0107.mat,7.83260983333611,1,1,45,1,1,1,1917740,1924700,3,4
HM07,HM07-0326-0107.mat,8.67050970120619,0,2,1,2,1,2,1947480,1949540,1,1
HM07,HM07-0326-0107.mat,13.3627065757995,0,2,2,2,1,2,1963220,1971580,1,1
HM07,HM07-0326-0107.mat,10.1095428945129,0,2,3,2,1,2,1988480,1992240,1,1
HM07,HM07-0326-0107.mat,16.0899290645802,1,2,4,2,2,2,2006660,2016680,1,2
HM07,HM07-0326-0107.mat,6.01951561335313,0,2,5,2,1,1,2062840,2066240,1,4
HM07,HM07-0326-0107.mat,94.5833657262975,0,2,6,2,1,1,2169520,2176780,1,4
HM07,HM07-0326-0107.mat,3.21599749053236,1,2,7,2,2,1,2202400,2205420,2,3
HM07,HM07-0326-0107.mat,4.002778151182,0,2,8,2,1,1,2230380,2233960,2,4
HM07,HM07-0326-0107.mat,4.72355206319548,1,2,9,2,2,1,2255860,2258720,2,3
HM07,HM07-0326-0107.mat,8.45567627033249,0,2,10,2,1,2,2280360,2282520,2,1
HM07,HM07-0326-0107.mat,9.74401259038054,1,2,11,2,2,2,2301960,2305580,2,2
HM07,HM07-0326-0107.mat,11.7349426903121,1,2,12,2,2,1,2355560,2360640,2,3
HM07,HM07-0326-0107.mat,7.75154611367845,0,2,13,2,1,2,2380500,2382580,2,1
HM07,HM07-0326-0107.mat,8.64902698453479,1,2,14,2,2,2,2404160,2406000,2,2
HM07,HM07-0326-0107.mat,12.0749654950702,1,2,15,2,2,2,2435640,2439820,2,2
HM07,HM07-0326-0107.mat,9.21595328005872,1,2,16,2,2,1,2465740,2468000,3,3
HM07,HM07-0326-0107.mat,9.28908919504179,1,2,17,2,2,2,2489000,2492560,3,2
HM07,HM07-0326-0107.mat,9.62390339900903,1,2,18,2,2,2,2520260,2522780,3,2
HM07,HM07-0326-0107.mat,3.7479395258671,1,2,19,2,2,1,2545280,2548620,3,3
HM07,HM07-0326-0107.mat,9.76163577384428,1,2,20,2,2,2,2575440,2578500,3,2
HM07,HM07-0326-0107.mat,8.17905213760198,1,2,21,2,2,2,2602920,2605120,3,2
HM07,HM07-0326-0107.mat,14.7038963534142,1,2,22,2,2,1,2634240,2639600,3,3
HM07,HM07-0326-0107.mat,2.70698020186517,1,2,23,2,2,1,2662240,2664500,3,3
HM07,HM07-0326-0107.mat,8.15176218748436,1,3,1,2,2,2,2681800,2683580,2,2
HM07,HM07-0326-0107.mat,0.790939071753891,1,3,2,2,2,2,2711960,2713660,2,2
HM07,HM07-0326-0107.mat,6.88673612719174,1,3,3,2,2,2,2733040,2734740,2,2
HM07,HM07-0326-0107.mat,4.73714374334763,1,3,4,2,2,2,2752800,2754800,2,2
HM07,HM07-0326-0107.mat,2.00459637943978,0,3,5,1,2,1,2784160,2786100,2,3
HM07,HM07-0326-0107.mat,2.2547168162026,0,3,6,1,2,1,2798680,2800780,2,3
HM07,HM07-0326-0107.mat,4.24775053869639,0,3,7,1,2,1,2815120,2818920,2,3
HM07,HM07-0326-0107.mat,8.17408182713001,1,3,8,1,1,1,2835380,2840640,2,4
HM07,HM07-0326-0107.mat,3.78495259905574,0,3,9,1,2,1,2869940,2873380,2,3
HM07,HM07-0326-0107.mat,25.9950502404031,0,3,10,1,2,1,2911640,2937100,2,3
HM07,HM07-0326-0107.mat,3.28176416809863,1,3,11,1,1,1,2954220,2956960,2,4
HM07,HM07-0326-0107.mat,2.37889235414825,1,3,12,1,1,1,3015160,3017380,2,4
HM07,HM07-0326-0107.mat,8.06410201631604,1,3,13,2,2,2,3037520,3039420,3,2
HM07,HM07-0326-0107.mat,2.93691743781385,1,3,14,1,1,1,3057520,3060420,3,4
HM07,HM07-0326-0107.mat,8.48516474232996,1,3,15,2,2,2,3081560,3084140,3,2
HM07,HM07-0326-0107.mat,3.34441530605095,1,3,16,1,1,1,3126680,3129820,3,4
HM07,HM07-0326-0107.mat,7.93764855841578,1,3,17,2,2,2,3150700,3153160,3,2
HM07,HM07-0326-0107.mat,2.48765149163344,1,3,18,1,1,1,3171380,3173720,3,4
HM07,HM07-0326-0107.mat,7.02276874660082,1,3,19,1,1,1,3202320,3205040,3,4
HM07,HM07-0326-0107.mat,7.93215481823793,1,3,20,2,2,2,3223520,3225940,3,2
HM07,HM07-0330-0108.mat,45.4370257750121,0,1,1,1,2,2,662720,663080,2,2
HM07,HM07-0330-0108.mat,20.8710376059792,1,1,2,1,1,2,694000,698380,2,1
HM07,HM07-0330-0108.mat,4.06554030229726,1,1,3,1,1,1,723960,725680,2,4
HM07,HM07-0330-0108.mat,1.75203762900185,1,1,4,1,1,1,758200,759600,2,4
HM07,HM07-0330-0108.mat,0.578620749069919,0,1,5,1,2,2,779580,781560,2,2
HM07,HM07-0330-0108.mat,7.4907042401695,1,1,6,1,1,2,799880,801420,2,1
